title,rating,votes,synopsis,age_rating,mainLead1,mainLead2,startYear,endYear,writer,director,id,runtimeMinutes,image_url,genres_Action,"genres_Action,Adventure,Animation","genres_Action,Adventure,Comedy","genres_Action,Adventure,Drama","genres_Action,Adventure,Family","genres_Action,Adventure,Fantasy","genres_Action,Adventure,Sci-Fi","genres_Action,Animation,Comedy","genres_Action,Animation,Fantasy","genres_Action,Biography,Crime","genres_Action,Biography,Drama","genres_Action,Biography,History","genres_Action,Comedy","genres_Action,Comedy,Crime","genres_Action,Comedy,Drama","genres_Action,Comedy,Fantasy","genres_Action,Comedy,History","genres_Action,Comedy,Mystery","genres_Action,Comedy,Reality-TV","genres_Action,Comedy,Romance","genres_Action,Comedy,Thriller","genres_Action,Crime,Drama","genres_Action,Crime,Mystery","genres_Action,Crime,Sci-Fi","genres_Action,Crime,Thriller","genres_Action,Drama","genres_Action,Drama,Fantasy","genres_Action,Drama,History","genres_Action,Drama,Horror","genres_Action,Drama,Mystery","genres_Action,Drama,Romance","genres_Action,Drama,Sci-Fi","genres_Action,Drama,Thriller","genres_Action,Fantasy","genres_Action,Fantasy,History","genres_Action,Fantasy,Horror","genres_Action,Fantasy,Sci-Fi","genres_Action,Fantasy,Short","genres_Action,Game-Show,Reality-TV","genres_Action,History,Romance","genres_Action,Horror,Sci-Fi","genres_Action,Mystery,Romance","genres_Action,Mystery,Thriller","genres_Action,Romance","genres_Action,Romance,Thriller","genres_Action,Thriller","genres_Adventure,Animation,Comedy","genres_Adventure,Animation,Drama","genres_Adventure,Animation,Family","genres_Adventure,Animation,Fantasy","genres_Adventure,Animation,Sci-Fi","genres_Adventure,Comedy,Drama","genres_Adventure,Comedy,Family","genres_Adventure,Comedy,Game-Show","genres_Adventure,Comedy,Reality-TV","genres_Adventure,Crime,Drama","genres_Adventure,Drama,Fantasy","genres_Adventure,Drama,History","genres_Adventure,Drama,Mystery","genres_Adventure,Mystery","genres_Adventure,Reality-TV",genres_Animation,"genres_Animation,Comedy","genres_Animation,Comedy,Drama","genres_Animation,Comedy,Family","genres_Animation,Comedy,Fantasy","genres_Animation,Comedy,Musical","genres_Animation,Comedy,Sci-Fi","genres_Animation,Comedy,Short","genres_Animation,Comedy,Sport","genres_Animation,Drama,Romance","genres_Animation,Family","genres_Animation,Family,Fantasy","genres_Animation,Family,Music","genres_Animation,Family,Musical","genres_Animation,Fantasy,Music","genres_Animation,Music,Sci-Fi","genres_Animation,Mystery,Short","genres_Biography,Drama,History",genres_Comedy,"genres_Comedy,Crime","genres_Comedy,Crime,Drama","genres_Comedy,Crime,Mystery","genres_Comedy,Crime,Romance","genres_Comedy,Crime,Thriller","genres_Comedy,Drama","genres_Comedy,Drama,Family","genres_Comedy,Drama,Fantasy","genres_Comedy,Drama,History","genres_Comedy,Drama,Horror","genres_Comedy,Drama,Music","genres_Comedy,Drama,Mystery","genres_Comedy,Drama,Romance","genres_Comedy,Drama,Sport","genres_Comedy,Family,Reality-TV","genres_Comedy,Family,Romance","genres_Comedy,Fantasy","genres_Comedy,Fantasy,History","genres_Comedy,Fantasy,Horror","genres_Comedy,Fantasy,Music","genres_Comedy,Fantasy,Mystery","genres_Comedy,Fantasy,Romance","genres_Comedy,Fantasy,Thriller","genres_Comedy,Game-Show","genres_Comedy,Game-Show,Horror","genres_Comedy,Game-Show,Mystery","genres_Comedy,Game-Show,Reality-TV","genres_Comedy,History,Romance","genres_Comedy,Music","genres_Comedy,Music,Reality-TV","genres_Comedy,Music,Romance","genres_Comedy,Mystery","genres_Comedy,Mystery,Romance","genres_Comedy,Mystery,Sci-Fi","genres_Comedy,Mystery,Thriller","genres_Comedy,Reality-TV","genres_Comedy,Romance","genres_Comedy,Romance,Sci-Fi","genres_Comedy,Romance,Sport","genres_Comedy,Talk-Show","genres_Comedy,Thriller",genres_Crime,"genres_Crime,Drama","genres_Crime,Drama,Family","genres_Crime,Drama,Fantasy","genres_Crime,Drama,Mystery","genres_Crime,Drama,Romance","genres_Crime,Drama,Thriller","genres_Crime,Fantasy","genres_Crime,Fantasy,Mystery","genres_Crime,Fantasy,Romance","genres_Crime,Game-Show,Reality-TV","genres_Crime,Horror,Mystery","genres_Crime,Mystery","genres_Crime,Mystery,Romance","genres_Crime,Mystery,Thriller","genres_Crime,Romance","genres_Crime,Sci-Fi,Thriller","genres_Crime,Thriller",genres_Documentary,"genres_Documentary,Drama,Reality-TV","genres_Documentary,Game-Show,Music","genres_Documentary,History","genres_Documentary,Music",genres_Drama,"genres_Drama,Family","genres_Drama,Family,Romance","genres_Drama,Family,Thriller","genres_Drama,Fantasy","genres_Drama,Fantasy,History","genres_Drama,Fantasy,Horror","genres_Drama,Fantasy,Music","genres_Drama,Fantasy,Mystery","genres_Drama,Fantasy,Romance","genres_Drama,Fantasy,Thriller","genres_Drama,History","genres_Drama,History,Mystery","genres_Drama,History,Romance","genres_Drama,History,Thriller","genres_Drama,History,War","genres_Drama,Horror","genres_Drama,Horror,Mystery","genres_Drama,Horror,Romance","genres_Drama,Horror,Thriller","genres_Drama,Music","genres_Drama,Music,Reality-TV","genres_Drama,Music,Romance","genres_Drama,Musical,Romance","genres_Drama,Mystery","genres_Drama,Mystery,Romance","genres_Drama,Mystery,Sci-Fi","genres_Drama,Mystery,Thriller","genres_Drama,Romance","genres_Drama,Romance,Sci-Fi","genres_Drama,Romance,Short","genres_Drama,Romance,Sport","genres_Drama,Romance,Thriller","genres_Drama,Sci-Fi,Thriller","genres_Drama,Sport","genres_Drama,Thriller",genres_Family,"genres_Family,Romance",genres_Fantasy,"genres_Fantasy,History,Horror","genres_Fantasy,History,Romance","genres_Fantasy,Horror,Mystery","genres_Fantasy,Mystery","genres_Fantasy,Mystery,Romance","genres_Fantasy,Mystery,Sci-Fi","genres_Fantasy,Mystery,Thriller","genres_Fantasy,Romance","genres_Fantasy,Romance,Sport",genres_Game-Show,"genres_Game-Show,Music,Musical","genres_Game-Show,Music,Reality-TV","genres_Game-Show,Reality-TV","genres_Game-Show,Reality-TV,Romance","genres_Game-Show,Reality-TV,Talk-Show","genres_Game-Show,Sport","genres_Game-Show,Talk-Show",genres_History,"genres_History,Romance","genres_History,War",genres_Horror,"genres_Horror,Mystery,Short","genres_Horror,Mystery,Thriller",genres_Music,"genres_Music,Musical","genres_Music,Reality-TV","genres_Music,Romance","genres_Music,Sport","genres_Music,Talk-Show",genres_Musical,genres_Mystery,"genres_Mystery,Romance","genres_Mystery,Sci-Fi","genres_Mystery,Thriller",genres_Reality-TV,"genres_Reality-TV,Romance","genres_Reality-TV,Sport",genres_Romance,"genres_Romance,Sci-Fi","genres_Romance,Thriller",genres_Sci-Fi,genres_Sport,genres_Talk-Show,genres_Thriller,genres_War,genres_\N
Jikpil,0.7384615384615384,11,A historical mystery-action drama set in the Joseon Dynasty following Kwon Soo-yeong who was thought to be dead. He is back but he seems to have lost his memory and is trying to find his identity,Unknown,Seo In-guk,Unknown,2023,\N,['\\N'],['\\N'],tt26228458,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BMWMwOGY1NzAtNDdhMC00NGU3LWJmZTktNThjYjRiMmZhYmRjXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
King Geunchogo,0.6153846153846155,130,"The story of King Geunchogo, the warlike king of Baekje, under whose reign the kingdom flourished with military conquests through which he controlled most of the Korean peninsula.",Unknown,Kam Woo-seong,Kim Ji-Soo,2010,2011,['\\N'],['\\N'],tt3216300,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BMWVmYTI4MTgtNGYzYi00NDIxLWE5MTctYjhkZjcwMzBkN2FlXkEyXkFqcGc@._V1_QL75_UX180_CR0,7,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Falsify,0.6307692307692309,179,"In modern society, journalism has lost its integrity and journalists who focus on the facts have disappeared. However, we've seen that there are still journalists who seek the truth, and if there is at least one person who is willing to look, the truth will come out from the darkness. Here we have two journalists. One is a ""media jackal"", a journalist who will write any story, fact or fiction, in order to get views, and the other is a ""vegetative journalist"" who hasn't been able to write a single article for five years. These two journalists, with the help of a prosecutor work together in order to seek the truth.",Unknown,Yoo Joon-sang,Oh Jung-se,2017,2017,['Hyun-Jung Kim'],['Jung-Heum Lee'],tt7074940,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BYmY0ZWJhNzQtMmRiMi00MWUwLThlMGEtNGVmNjRjYzk2NzA0XkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
We Got Married,0.6615384615384615,157,"Where celebrities take part in a virtual marriage. The couples are given missions to get closer together, and help their marriage grow.",Unknown,Unknown,Unknown,2008,\N,['\\N'],['\\N'],tt2377276,0.07299270072992702,"https://m.media-amazon.com/images/M/MV5BMTdkYjU0NjUtMWUzMS00YTRiLThhMDYtODRkN2IxN2RjYWJmXkEyXkFqcGc@._V1_QL75_UY266_CR146,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
RACE,0.5076923076923077,223,"Office politics take center stage for marketer Park Yoon Jo, whose lack of an academic background won't deter her dedication to her work, and the smart and just Ryu Jae Min, who lacks any expectations towards their company.",TV-14,Lee Yeon-hee,Hong Jong-hyun,2023,\N,['\\N'],"['Claire Dodin', 'Valeria Zunzun', 'Lee Dong-yoon']",tt27476655,0.05735140771637122,"https://m.media-amazon.com/images/M/MV5BYTg2MzE5ZjAtYzcxMi00NGFjLWFiZWUtN2UzOTM0MTQxNjU5XkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeong Do-jeon,0.8153846153846155,77,"Set between late Goryeo Dynasty and early Joseon Dynasty period. Jung Do-Jeon plans for the new country of ""Joseon"" and new culture as an influential advisor to King Taejo. Jung Do-Jeon resistance among those that want to keep Goryeo.",Unknown,Cho Jae-hyun,Yoo Dong-geun,2014,2014,['Hyun-min Jung'],"['Lee Jae-hoon', 'Kang Byung Taek']",tt5133042,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNjk4ZTdhMDAtYmRhNi00OWNiLWJkZmMtMzg2Y2U4OWU3OGNmXkEyXkFqcGc@._V1_QL75_UY266_CR6,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mrs. Cop,0.7076923076923077,140,"Crime drama about female detective squad chief, who also raises her daughter. The joys and sorrows of being a working mom in Korea are explored through the life of passionate middle-aged female cop.",Unknown,Kim Bum,Kim Sung-ryung,2015,2016,['Ju-ha Hwang'],['Yu In-sik'],tt5056742,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BOGFkZTQ4MTEtMzRmMi00Y2MxLWJlMjgtZmRmMjU5MmQ5MGQzXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Power Battle Watch Car,0.6461538461538462,28,"JHC Motors develops sentient mini robot cars called Watch Cars. As they spread worldwide, Jino and his Watch Car Bluewill join battles to face champion Kai, while Black Shadows pose a danger to all Watch Cars.",TV-Y7,Kang Hye-jeong,Uhm Sang-hyun,2015,2016,['\\N'],['\\N'],tt26762092,0.011470281543274244,"https://m.media-amazon.com/images/M/MV5BZjE0NjNjYWItZTg1My00NmVhLTgzN2ItOTk3YjgwNTk5NTE1XkEyXkFqcGc@._V1_QL75_UY266_CR9,0,180,266_.jpg",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Can See Your Voice,0.7384615384615384,41,A reality show platform which offers talented singers the chance to make their dreams of stardom a reality.,Unknown,Unknown,Unknown,2015,2023,['Seon-Young Lee'],['\\N'],tt7532928,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNjZjMmQ2MDItODFhMy00NDc5LThiYjAtNzAzZjlhOWVmYjgxXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flowering Heart,0.6461538461538462,73,"Jin Ari and friends Sunwoo Min and U Suha use magic to become adult professionals helping people in despair, while dealing with Chess, Trump, and Shuel from the Flowering Kingdom in a battle over hope energy.",TV-Y7,Nancy Kim,Nancy Kim,2016,\N,['Jong Il Choi'],"['Anna Paik', 'Chan-Young Park', 'Shinji Ishihira', 'Woo-Jin Lee']",tt9899342,0.011470281543274244,"https://m.media-amazon.com/images/M/MV5BOGJmZjFkMmUtNWZjYS00ZjAwLWFhZmYtOGQ4MDg2YmFjYWNkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The King's Dream,0.6153846153846155,133,"Story of king Muyeol, who led the unification of three ancient Korean kingdoms.",Unknown,Choi Su-jong,Choi Su-jong,2012,2013,['\\N'],['\\N'],tt3206154,0.05839416058394161,"https://m.media-amazon.com/images/M/MV5BMDgxZDhhMmItOWYyNS00M2IzLWJiMDYtOGI5MzRhYjljYzUwXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
How to Meet a Perfect Neighbor,0.5692307692307693,17,"Baek Soo Chan has nothing in his hands but he lives a life under the belief that he will become the man any woman who sits next to him wants. However, his belief is questioned when he starts to realize true love. When playboy Baek Soo-Chan he finally meets his match with Jung Yoon-Hee. He goes absolutely crazy. His once blissful life of messing around with women has become something of the past every since Yoon Hee started to make snide remarks as she tries to protect her older sister from being trapped by his playboy ways. Yoo Joon Suk is the heir to his father's very successful company. He is forced to come back and take over his father's company when his father suddenly collapses. Yoon Hee then becomes Joon Suk's assistant and falls for her boss. Will Joon Suk return her feelings and will they be able to be together despite his mother's objections?",Unknown,Kim Seung-woo,Bae Doona,2007,2007,['\\N'],['\\N'],tt8219202,0.0667361835245047,"https://m.media-amazon.com/images/M/MV5BMmU2ZjEzMTUtODM1My00ODY0LWI5NWUtODkwYjdhOGQyMDE5XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Partner,0.6615384615384615,103,"""Who is your partner?"" When you take a look at the definition of 'Partner', it gives you synonyms such as colleague, sharer, spouse and accomplice. A partner is a person who is strongly associated with me; the one who knows me very well and stays by my side. The word 'Partner' takes a different meaning when it is used in a law firm. Partners are the people who survived the power struggle. They are executives who are on the top of the law firm pyramid. Enterprises are law firm's partners. Law firms fight each other to become a partner in the business. They struggle to be close to power and to become a slave of money. There are some lawyers who want to be the partners of commoners as well. They are willing to be the spokesperson for the underprivileged. It is a story about partner; the one who is going to stay by your side and fight together in front of law.",Unknown,Kim Hyun-joo,Lee Dong-wook,2009,2009,['Jo Jung Joo'],['Hwang Eui Kyung'],tt2641508,0.058352692367169966,"https://m.media-amazon.com/images/M/MV5BNzI5ZjVhNjQtM2YxMi00MjI0LWE3NTctYmUyY2U1ZDQ2NTMyXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Village: Achiara's Secret,0.6,311,"In a seemingly peaceful village, English teacher Kim So-yoon finds a buried corpse on her first day at school. Together with local policeman Park Woo-jae, she investigates the mysterious death that shakes the community.",Unknown,Yook Sung-jae,Moon Geun-young,2015,2015,['Hyun-jung Do'],['Lee Yong-Suk'],tt5084004,0.0667361835245047,"https://m.media-amazon.com/images/M/MV5BZmE0MDhiYTItMWNjYi00MTRiLTk3NmEtNzRiZTI3MTRjMGQ5XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
